endpoint,var_equal_test_p,t,df,p_value,conf_low,conf_high,estimate_diff,hedges_g
log10_IC50,0.0019792016701711823,-29.741446104634488,2.003962320571905,0.0011164121822995374,-1.7227144880811553,-1.2879850953282221,-1.5053497917046887,-19.427031245024235
