endpoint,var_equal_test_p,t,df,p_value,conf_low,conf_high,estimate_diff,hedges_g
TEAC,7.051818853412395e-5,-1.2208723588020842,2.000141041349884,0.34652411392710525,-1.5406873912603034,0.8595710272603034,-0.340558182,-0.7974704853688559
