endpoint,var_equal_test_p,t,df,p_value,conf_low,conf_high,estimate_diff,hedges_g
IC50,0.9999999984645283,-186.7102046340732,3.999999999999998,4.936236760266906e-9,-48.713776548811666,-47.286223455854994,-48.00000000233333,-121.95859496642946
